country,substation_id,action,destination,reason
germany,11000038132,remove,france,duplicate of france 1000172295 at 0.03 m
germany,11000038133,remove,france,duplicate of france 1000172296 at 0.04 m
germany,11000038134,remove,france,duplicate of france 1000172297 at 0.04 m
germany,11000038135,remove,france,duplicate of france 1000172298 at 0.02 m
germany,11000038136,remove,france,duplicate of france 1000172299 at 0.06 m
germany,11000038137,remove,france,duplicate of france 1000172300 at 0.01 m
germany,11000038138,remove,france,duplicate of france 1000172301 at 0.03 m
germany,11000038139,remove,france,duplicate of france 1000172302 at 0.01 m
germany,11000038140,remove,france,duplicate of france 1000172303 at 0.02 m
germany,11000038141,remove,france,duplicate of france 1000172304 at 0.03 m
germany,11000038142,remove,france,duplicate of france 1000172305 at 0.05 m
germany,11000038143,remove,france,duplicate of france 1000172306 at 0.03 m
germany,11000038144,remove,france,duplicate of france 1000172307 at 0.01 m
germany,11000038145,remove,france,duplicate of france 1000172308 at 0.04 m
germany,11000038146,remove,france,duplicate of france 1000172309 at 0.06 m
germany,11000038147,remove,france,duplicate of france 1000172310 at 0.05 m
germany,11000038148,remove,france,duplicate of france 1000172311 at 0.05 m
germany,11000038149,remove,france,duplicate of france 1000172312 at 0.02 m
germany,11000038150,remove,france,duplicate of france 1000172313 at 0.02 m
germany,11000038151,remove,france,duplicate of france 1000172314 at 0.06 m
germany,11000038152,remove,france,duplicate of france 1000172315 at 0.06 m
germany,11000038153,remove,france,duplicate of france 1000172316 at 0.06 m
germany,11000038154,remove,france,duplicate of france 1000172317 at 0.05 m
germany,11000038155,remove,france,duplicate of france 1000172318 at 0.01 m
germany,11000038156,remove,france,duplicate of france 1000172319 at 0.03 m
germany,11000038157,remove,france,duplicate of france 1000172320 at 0.03 m
germany,11000038158,remove,france,duplicate of france 1000172321 at 0.01 m
germany,11000038159,remove,france,duplicate of france 1000172322 at 0.06 m
germany,11000038160,remove,france,duplicate of france 1000172323 at 0.04 m
germany,11000038161,remove,france,duplicate of france 1000172324 at 0.03 m
germany,11000038163,remove,france,duplicate of france 1000172325 at 0.04 m
germany,11000038164,remove,france,duplicate of france 1000172326 at 0.02 m
germany,11000038165,remove,france,duplicate of france 1000172327 at 0.05 m
germany,11000038166,remove,france,duplicate of france 1000172328 at 0.03 m
germany,11000038167,remove,france,duplicate of france 1000172329 at 0.05 m
germany,11000038168,remove,france,duplicate of france 1000172330 at 0.04 m
germany,11000038181,remove,netherlands,duplicate of netherlands NL_87282306 at 27.05 m
germany,11000038231,reassign,france,new to france
germany,11000038240,reassign,france,new to france
germany,11000038260,remove,france,duplicate of france 1000172444 at 0.03 m
germany,11000038304,reassign,luxembourg,new to luxembourg
germany,11000038319,reassign,france,new to france
germany,11000038320,reassign,france,new to france
germany,11000038321,reassign,france,new to france
germany,11000038322,reassign,france,new to france
germany,11000038323,reassign,france,new to france
germany,11000038325,reassign,france,new to france
germany,11000038367,remove,france,duplicate of france 1000172562 at 0.06 m
germany,11000038368,remove,france,duplicate of france 1000172563 at 0.05 m
germany,11000038369,remove,france,duplicate of france 1000172564 at 0.06 m
germany,11000038370,remove,france,duplicate of france 1000172565 at 0.02 m
germany,11000038371,remove,france,duplicate of france 1000172566 at 0.02 m
germany,11000038372,remove,france,duplicate of france 1000172567 at 0.05 m
germany,11000038373,remove,france,duplicate of france 1000172568 at 0.02 m
germany,11000038374,remove,france,duplicate of france 1000172569 at 0.04 m
germany,11000038375,remove,france,duplicate of france 1000172570 at 0.05 m
germany,11000038376,remove,france,duplicate of france 1000172571 at 0.05 m
germany,11000038377,remove,france,duplicate of france 1000172572 at 0.01 m
germany,11000038378,remove,france,duplicate of france 1000172573 at 0.06 m
germany,11000038379,remove,france,duplicate of france 1000172574 at 0.05 m
germany,11000038380,remove,france,duplicate of france 1000172575 at 0.02 m
germany,11000038381,remove,france,duplicate of france 1000172576 at 0.04 m
germany,11000038382,remove,france,duplicate of france 1000172577 at 0.03 m
germany,11000038383,remove,france,duplicate of france 1000172578 at 0.06 m
germany,11000038384,remove,france,duplicate of france 1000172579 at 0.02 m
germany,11000038385,remove,france,duplicate of france 1000172580 at 0.05 m
germany,11000038386,remove,france,duplicate of france 1000172581 at 0.06 m
germany,11000038387,remove,france,duplicate of france 1000172582 at 0.03 m
germany,11000038388,remove,france,duplicate of france 1000172583 at 0.02 m
germany,11000038389,remove,france,duplicate of france 1000172584 at 0.06 m
germany,11000038390,remove,france,duplicate of france 1000172585 at 0.06 m
germany,11000038391,remove,france,duplicate of france 1000172586 at 0.03 m
germany,11000038392,remove,france,duplicate of france 1000172587 at 0.06 m
germany,11000038393,remove,france,duplicate of france 1000172588 at 0.04 m
germany,11000038394,remove,france,duplicate of france 1000172589 at 0.04 m
germany,11000038395,remove,france,duplicate of france 1000172590 at 0.03 m
germany,11000038396,remove,france,duplicate of france 1000172591 at 0.05 m
germany,11000038397,remove,france,duplicate of france 1000172592 at 0.04 m
germany,11000038398,remove,france,duplicate of france 1000172593 at 0.00 m
germany,11000038399,remove,france,duplicate of france 1000172594 at 0.05 m
germany,11000038400,remove,france,duplicate of france 1000172595 at 0.06 m
germany,11000038402,remove,france,duplicate of france 1000172597 at 0.05 m
germany,11000038403,remove,france,duplicate of france 1000172598 at 0.03 m
germany,11000038404,remove,france,duplicate of france 1000172599 at 0.05 m
germany,11000038405,remove,france,duplicate of france 1000172600 at 0.01 m
germany,11000038406,remove,france,duplicate of france 1000172601 at 0.05 m
germany,11000038407,remove,france,duplicate of france 1000172602 at 0.03 m
germany,11000038408,remove,france,duplicate of france 1000172603 at 0.02 m
germany,11000038409,remove,france,duplicate of france 1000172604 at 0.04 m
germany,11000038410,remove,france,duplicate of france 1000172605 at 0.06 m
germany,11000038412,remove,france,duplicate of france 1000172607 at 0.06 m
germany,11000038413,remove,france,duplicate of france 1000172608 at 0.02 m
germany,11000038414,remove,france,duplicate of france 1000172609 at 0.05 m
germany,11000038420,remove,france,duplicate of france 1000172616 at 0.01 m
germany,11000038421,remove,france,duplicate of france 1000172617 at 0.02 m
germany,11000038422,remove,france,duplicate of france 1000172618 at 0.05 m
germany,11000038423,remove,france,duplicate of france 1000172620 at 0.04 m
germany,11000038424,remove,france,duplicate of france 1000172621 at 0.02 m
germany,11000038425,remove,france,duplicate of france 1000172622 at 0.04 m
germany,11000038426,remove,france,duplicate of france 1000172623 at 0.03 m
germany,11000038427,remove,france,duplicate of france 1000172624 at 0.04 m
germany,11000038428,remove,france,duplicate of france 1000172625 at 0.04 m
germany,11000038429,remove,france,duplicate of france 1000172626 at 0.06 m
germany,11000038430,remove,france,duplicate of france 1000172629 at 0.04 m
germany,11000038431,remove,france,duplicate of france 1000172630 at 0.02 m
germany,11000038432,remove,france,duplicate of france 1000172631 at 0.05 m
germany,11000038433,remove,france,duplicate of france 1000172632 at 0.03 m
germany,11000038434,remove,france,duplicate of france 1000172633 at 0.04 m
germany,11000038436,remove,france,duplicate of france 1000172635 at 0.04 m
germany,11000038437,remove,france,duplicate of france 1000172636 at 0.01 m
germany,11000038444,remove,france,duplicate of france 1000172681 at 0.04 m
germany,11000038458,remove,luxembourg,duplicate of luxembourg LU_v43_25310aa7e7d2 at 0.03 m
germany,11000038460,remove,luxembourg,duplicate of luxembourg LU_91655792 at 3.12 m
germany,11000038473,reassign,luxembourg,new to luxembourg
germany,11000038475,remove,luxembourg,duplicate of luxembourg LU_91823901 at 6.15 m
germany,11000038477,remove,luxembourg,duplicate of luxembourg LU_91823909 at 12.17 m
germany,11000038493,remove,luxembourg,duplicate of luxembourg LU_92058484 at 18.27 m
germany,11000038507,remove,france,duplicate of france 1000172737 at 0.04 m
germany,11000038508,remove,france,duplicate of france 1000172738 at 0.01 m
germany,11000038509,remove,france,duplicate of france 1000172739 at 0.02 m
germany,11000038510,remove,france,duplicate of france 1000172740 at 0.04 m
germany,11000038605,remove,france,duplicate of france 1000172825 at 0.01 m
germany,11000038606,remove,france,duplicate of france 1000172826 at 0.02 m
germany,11000038607,remove,france,duplicate of france 1000172827 at 0.01 m
germany,11000038608,remove,france,duplicate of france 1000172828 at 0.03 m
germany,11000038609,remove,france,duplicate of france 1000172829 at 0.04 m
germany,11000038610,remove,france,duplicate of france 1000172830 at 0.04 m
germany,11000038611,remove,france,duplicate of france 1000172831 at 0.02 m
germany,11000038612,remove,france,duplicate of france 1000172832 at 0.03 m
germany,11000038613,remove,france,duplicate of france 1000172833 at 0.05 m
germany,11000038616,remove,france,duplicate of france 1000172836 at 0.02 m
germany,11000038705,remove,france,duplicate of france 1000173061 at 0.07 m
germany,11000038706,remove,france,duplicate of france 1000173062 at 0.06 m
germany,11000038774,remove,france,duplicate of france 1000173133 at 0.00 m
germany,11000038775,remove,france,duplicate of france 1000173134 at 0.00 m
germany,11000038842,remove,france,duplicate of france 1000173260 at 0.00 m
germany,11000038843,remove,france,duplicate of france 1000173261 at 0.07 m
germany,11000038844,remove,france,duplicate of france 1000173262 at 0.04 m
germany,11000038881,reassign,france,new to france
germany,11000038882,reassign,france,new to france
germany,11000038883,reassign,france,new to france
germany,11000039008,remove,france,duplicate of france 1000173617 at 0.06 m
germany,11000039009,remove,france,duplicate of france 1000173618 at 0.04 m
germany,11000039010,remove,france,duplicate of france 1000173619 at 0.04 m
germany,11000039011,remove,france,duplicate of france 1000173620 at 0.06 m
germany,11000039012,remove,france,duplicate of france 1000173623 at 0.07 m
germany,11000039114,reassign,france,new to france
germany,11000039303,remove,netherlands,duplicate of netherlands NL_115300231 at 43.30 m
germany,11000039638,remove,france,duplicate of france 1000175003 at 0.02 m
germany,11000039693,remove,luxembourg,duplicate of luxembourg LU_v43_e120b8bc627f at 0.02 m
germany,11000039703,reassign,luxembourg,new to luxembourg
germany,11000039704,remove,luxembourg,duplicate of luxembourg LU_v43_df175420cf13 at 0.02 m
germany,11000039724,remove,luxembourg,duplicate of luxembourg LU_v43_b25d5a7e4156 at 0.03 m
germany,11000039725,remove,luxembourg,duplicate of luxembourg LU_v43_cad8e73844ce at 0.04 m
germany,11000039735,reassign,luxembourg,new to luxembourg
germany,11000039810,reassign,france,new to france
germany,11000039948,reassign,france,new to france
germany,11000039978,remove,france,duplicate of france 1000175506 at 0.04 m
germany,11000040934,remove,france,duplicate of france 1000176524 at 0.04 m
germany,11000040955,remove,france,duplicate of france 1000176530 at 0.04 m
germany,11000041051,reassign,luxembourg,new to luxembourg
germany,11000041174,remove,netherlands,duplicate of netherlands NL_163308444 at 24.65 m
germany,11000041178,remove,netherlands,duplicate of netherlands NL_163401493 at 6.85 m
germany,11000041205,remove,netherlands,duplicate of netherlands NL_163989112 at 29.37 m
germany,11000041207,remove,netherlands,duplicate of netherlands NL_163989114 at 30.17 m
germany,11000041534,remove,luxembourg,duplicate of luxembourg LU_v43_e132a12c2e4d at 0.05 m
germany,11000041854,reassign,netherlands,new to netherlands
germany,11000042662,remove,netherlands,duplicate of netherlands NL_184014030 at 0.43 m
germany,11000042944,remove,france,duplicate of france 1000178086 at 0.02 m
germany,11000043368,remove,france,duplicate of france 1000179023 at 0.06 m
germany,11000043371,remove,france,duplicate of france 1000179034 at 0.05 m
germany,11000043372,remove,france,duplicate of france 1000179036 at 0.04 m
germany,11000043382,remove,france,duplicate of france 1000179049 at 0.05 m
germany,11000043385,remove,france,duplicate of france 1000179051 at 0.05 m
germany,11000043386,remove,france,duplicate of france 1000179052 at 0.06 m
germany,11000043446,reassign,france,new to france
germany,11000044175,remove,france,duplicate of france 1000179949 at 0.00 m
germany,11000044176,remove,france,duplicate of france 1000179950 at 0.06 m
germany,11000044336,remove,belgium,duplicate of belgium BE_v43_3c07bf5d848e at 0.04 m
germany,11000044522,reassign,france,new to france
germany,11000044523,reassign,france,new to france
germany,11000044528,reassign,france,new to france
germany,11000044529,reassign,france,new to france
germany,11000044547,remove,france,duplicate of france 1000180246 at 0.00 m
germany,11000044548,remove,france,duplicate of france 1000180247 at 0.04 m
germany,11000044549,remove,france,duplicate of france 1000180248 at 0.06 m
germany,11000044550,remove,france,duplicate of france 1000180249 at 0.04 m
germany,11000044551,remove,france,duplicate of france 1000180250 at 0.05 m
germany,11000044552,remove,france,duplicate of france 1000180251 at 0.07 m
germany,11000045048,remove,luxembourg,duplicate of luxembourg LU_v43_894eed384e65 at 0.02 m
germany,11000045440,remove,france,duplicate of france 1000181082 at 0.03 m
germany,11000046082,remove,france,duplicate of france 1000181260 at 0.04 m
germany,11000046083,remove,france,duplicate of france 1000181261 at 0.03 m
germany,11000046095,remove,france,duplicate of france 1000181264 at 0.04 m
germany,11000046096,remove,france,duplicate of france 1000181265 at 0.01 m
germany,11000046121,remove,france,duplicate of france 1000181267 at 0.05 m
germany,11000046127,remove,france,duplicate of france 1000181268 at 0.05 m
germany,11000046128,remove,france,duplicate of france 1000181269 at 0.04 m
germany,11000046137,reassign,france,new to france
germany,11000046148,reassign,france,new to france
germany,11000046150,reassign,france,new to france
germany,11000046161,reassign,france,new to france
germany,11000046191,remove,france,duplicate of france 1000181275 at 0.04 m
germany,11000046199,reassign,france,new to france
germany,11000046206,reassign,france,new to france
germany,11000046207,reassign,france,new to france
germany,11000046235,remove,france,duplicate of france 1000181276 at 0.00 m
germany,11000046263,remove,france,duplicate of france 1000181277 at 0.04 m
germany,11000046738,remove,netherlands,duplicate of netherlands NL_v43_63880184adc8 at 0.02 m
germany,11000046797,remove,belgium,duplicate of belgium BE_v43_dff8abd2aa2c at 0.03 m
germany,11000046813,remove,netherlands,duplicate of netherlands NL_v43_e3d12b712408 at 0.05 m
germany,11000046850,remove,netherlands,duplicate of netherlands NL_275733116 at 1.48 m
germany,11000046862,remove,netherlands,duplicate of netherlands NL_275795349 at 1.08 m
germany,11000046911,remove,netherlands,duplicate of netherlands NL_v43_44ad8d8e1fc2 at 0.02 m
germany,11000047377,remove,netherlands,duplicate of netherlands NL_v43_e171f80529eb at 0.03 m
germany,11000047398,reassign,belgium,new to belgium
germany,11000047655,reassign,belgium,new to belgium
germany,11000047656,reassign,belgium,new to belgium
germany,11000047759,remove,netherlands,duplicate of netherlands NL_v43_53b8dc876c58 at 0.06 m
germany,11000047760,remove,netherlands,duplicate of netherlands NL_v43_d49c897ca476 at 0.06 m
germany,11000047761,remove,netherlands,duplicate of netherlands NL_v43_6a1eac459a79 at 0.05 m
germany,11000047762,remove,netherlands,duplicate of netherlands NL_v43_d41f9f186b23 at 0.03 m
germany,11000047763,remove,netherlands,duplicate of netherlands NL_v43_5c2a242b1d51 at 0.03 m
germany,11000047764,remove,netherlands,duplicate of netherlands NL_v43_34e9f6024eea at 0.04 m
germany,11000047765,remove,netherlands,duplicate of netherlands NL_v43_6d22b5787020 at 0.02 m
germany,11000047766,remove,netherlands,duplicate of netherlands NL_v43_6934c39af303 at 0.04 m
germany,11000047767,remove,netherlands,duplicate of netherlands NL_v43_48e3acd5cb3d at 0.02 m
germany,11000047768,remove,netherlands,duplicate of netherlands NL_v43_beebfd5bb494 at 0.04 m
germany,11000047769,remove,netherlands,duplicate of netherlands NL_v43_5e49fa388be6 at 0.05 m
germany,11000047770,remove,netherlands,duplicate of netherlands NL_v43_468eec1cd772 at 0.05 m
germany,11000047779,reassign,netherlands,new to netherlands
germany,11000047780,remove,netherlands,duplicate of netherlands NL_v43_119e8640e11d at 0.04 m
germany,11000047781,remove,netherlands,duplicate of netherlands NL_286487368 at 0.68 m
germany,11000047782,remove,netherlands,duplicate of netherlands NL_v43_6d4a2d684d91 at 0.01 m
germany,11000047783,reassign,netherlands,new to netherlands
germany,11000047784,remove,netherlands,duplicate of netherlands NL_286487996 at 0.88 m
germany,11000047797,remove,netherlands,duplicate of netherlands NL_v43_7129d6594db7 at 0.03 m
germany,11000047813,remove,netherlands,duplicate of netherlands NL_v43_06c9226c2fa1 at 0.06 m
germany,11000047814,remove,netherlands,duplicate of netherlands NL_v43_d3764ce25192 at 0.03 m
germany,11000047815,remove,netherlands,duplicate of netherlands NL_v43_eed4140570d7 at 0.01 m
germany,11000047816,remove,netherlands,duplicate of netherlands NL_v43_7a758b9c5472 at 0.02 m
germany,11000047817,remove,netherlands,duplicate of netherlands NL_v43_a87b69f4b741 at 0.02 m
germany,11000047818,remove,netherlands,duplicate of netherlands NL_v43_c7bd2e27ec28 at 0.03 m
germany,11000047819,remove,netherlands,duplicate of netherlands NL_v43_f52006a0468a at 0.03 m
germany,11000047820,remove,netherlands,duplicate of netherlands NL_v43_04081cf7639b at 0.05 m
germany,11000047821,remove,netherlands,duplicate of netherlands NL_v43_5a4cfc901c6c at 0.03 m
germany,11000047822,remove,netherlands,duplicate of netherlands NL_v43_373f3ad30e5f at 0.03 m
germany,11000047832,remove,netherlands,duplicate of netherlands NL_v43_3f226ad3519c at 0.03 m
germany,11000047833,remove,netherlands,duplicate of netherlands NL_v43_63a68bfb5d2b at 0.05 m
germany,11000047834,remove,netherlands,duplicate of netherlands NL_v43_d171d7ea8e55 at 0.03 m
germany,11000048001,remove,netherlands,duplicate of netherlands NL_v43_20e392f2aabe at 0.01 m
germany,11000048002,remove,netherlands,duplicate of netherlands NL_v43_e49b939b3fd4 at 0.02 m
germany,11000048003,remove,netherlands,duplicate of netherlands NL_v43_afd6abd704b0 at 0.01 m
germany,11000048004,remove,netherlands,duplicate of netherlands NL_v43_90f0452a9382 at 0.01 m
germany,11000048039,remove,netherlands,duplicate of netherlands NL_290190861 at 1.08 m
germany,11000048373,remove,netherlands,duplicate of netherlands NL_v43_0a7be8fd2630 at 0.03 m
germany,11000049383,reassign,france,new to france
germany,11000049388,remove,france,duplicate of france 1000182250 at 0.04 m
germany,11000049389,remove,france,duplicate of france 1000182251 at 0.07 m
germany,11000049945,remove,luxembourg,duplicate of luxembourg LU_v43_99a651ca9542 at 0.05 m
germany,11000050550,remove,luxembourg,duplicate of luxembourg LU_v43_39e4434c87f3 at 0.01 m
germany,11000051428,reassign,france,new to france
germany,11000051814,reassign,france,new to france
germany,11000052250,remove,luxembourg,duplicate of luxembourg LU_v43_92ae679d8adc at 0.04 m
germany,11000052891,reassign,netherlands,new to netherlands
germany,11000053145,remove,luxembourg,duplicate of luxembourg LU_v43_fe02c421bc6d at 0.03 m
germany,11000053272,remove,france,duplicate of france 1000184423 at 0.02 m
germany,11000053273,remove,france,duplicate of france 1000184424 at 0.04 m
germany,11000053274,remove,france,duplicate of france 1000184425 at 0.04 m
germany,11000053290,reassign,france,new to france
germany,11000054013,remove,france,duplicate of france 1000184948 at 0.04 m
germany,11000054065,remove,france,duplicate of france 1000184969 at 0.02 m
germany,11000054075,remove,belgium,duplicate of belgium BE_v43_6a308fbb88e4 at 0.04 m
germany,11000054103,reassign,luxembourg,new to luxembourg
germany,11000054106,remove,luxembourg,duplicate of luxembourg LU_v43_1f0adb444152 at 0.05 m
germany,11000054493,remove,netherlands,duplicate of netherlands NL_590037978 at 0.22 m
germany,11000054811,reassign,luxembourg,new to luxembourg
germany,11000054872,remove,netherlands,duplicate of netherlands NL_636627045 at 28.48 m
germany,11000055091,remove,netherlands,duplicate of netherlands NL_662637091 at 1.47 m
germany,11000055184,remove,france,duplicate of france 1000185940 at 0.02 m
germany,11000055300,remove,netherlands,duplicate of netherlands NL_677997272 at 4.91 m
germany,11000055408,remove,belgium,duplicate of belgium BE_v43_f337ffc66efc at 0.04 m
germany,11000055511,remove,france,duplicate of france 1000186419 at 0.03 m
germany,11000055655,reassign,netherlands,new to netherlands
germany,11000055661,remove,france,duplicate of france 1000186560 at 0.06 m
germany,11000055662,remove,france,duplicate of france 1000186563 at 0.06 m
germany,11000055670,remove,france,duplicate of france 1000186582 at 0.05 m
germany,11000055671,remove,france,duplicate of france 1000186583 at 0.04 m
germany,11000055871,remove,belgium,duplicate of belgium BE_732865354 at 0.30 m
germany,11000055982,remove,netherlands,duplicate of netherlands NL_746755847 at 4.98 m
germany,11000055983,remove,netherlands,duplicate of netherlands NL_746755849 at 1.42 m
germany,11000055984,remove,netherlands,duplicate of netherlands NL_746755857 at 4.89 m
germany,11000056489,remove,belgium,duplicate of belgium BE_v43_1815844480bf at 0.04 m
germany,11000056494,remove,belgium,duplicate of belgium BE_v43_275c3456a1d5 at 0.05 m
germany,11000056525,reassign,belgium,new to belgium
germany,11000056554,reassign,belgium,new to belgium
germany,11000056555,remove,belgium,duplicate of belgium BE_795182316 at 0.46 m
germany,11000056561,remove,belgium,duplicate of belgium BE_v43_f4113760575b at 0.01 m
germany,11000056581,remove,belgium,duplicate of belgium BE_797584455 at 1.03 m
germany,11000056582,remove,belgium,duplicate of belgium BE_797589838 at 1.14 m
germany,11000056596,reassign,belgium,new to belgium; nearest existing 200.2 m
germany,11000056602,reassign,belgium,new to belgium
germany,11000056612,remove,france,duplicate of france 1000187468 at 0.03 m
germany,11000056632,remove,belgium,duplicate of belgium BE_v43_81496072770f at 0.06 m
germany,11000056633,remove,belgium,duplicate of belgium BE_v43_ead771006e20 at 0.02 m
germany,11000056645,remove,belgium,duplicate of belgium BE_v43_d26eea821de9 at 0.05 m
germany,11000056648,remove,belgium,duplicate of belgium BE_v43_a4992d423603 at 0.04 m
germany,11000056731,reassign,luxembourg,new to luxembourg
germany,11000057022,reassign,luxembourg,new to luxembourg
germany,11000057040,remove,luxembourg,duplicate of luxembourg LU_v43_a89c3a13c899 at 0.03 m
germany,11000057043,remove,luxembourg,duplicate of luxembourg LU_v43_1ca009366770 at 0.05 m
germany,11000057044,remove,luxembourg,duplicate of luxembourg LU_834604921 at 0.81 m
germany,11000057046,reassign,luxembourg,new to luxembourg
germany,11000057063,remove,luxembourg,duplicate of luxembourg LU_v43_896c5c7790b4 at 0.02 m
germany,11000057064,remove,luxembourg,duplicate of luxembourg LU_v43_0d56252c0afb at 0.05 m
germany,11000057071,remove,luxembourg,duplicate of luxembourg LU_v43_60945de664d3 at 0.03 m
germany,11000057072,remove,luxembourg,duplicate of luxembourg LU_v43_1e10df85f3bf at 0.05 m
germany,11000057107,remove,luxembourg,duplicate of luxembourg LU_v43_8490f703e859 at 0.02 m
germany,11000057210,remove,netherlands,duplicate of netherlands NL_v43_7d182ed9f848 at 0.04 m
germany,11000057233,remove,luxembourg,duplicate of luxembourg LU_v43_c4d1977a7f83 at 0.04 m
germany,11000057314,reassign,luxembourg,new to luxembourg
germany,11000057320,remove,luxembourg,duplicate of luxembourg LU_v43_f9b4ffcc4a71 at 0.03 m
germany,11000057326,remove,luxembourg,duplicate of luxembourg LU_v43_ad69fe6c2031 at 0.01 m
germany,11000057462,remove,belgium,duplicate of belgium BE_v43_018e733d0059 at 0.02 m
germany,11000057463,remove,belgium,duplicate of belgium BE_v43_2ee75448c239 at 0.02 m
germany,11000057487,reassign,luxembourg,new to luxembourg
germany,11000057490,remove,belgium,duplicate of belgium BE_v43_542e497e75c2 at 0.03 m
germany,11000057511,reassign,luxembourg,new to luxembourg
germany,11000057575,remove,luxembourg,duplicate of luxembourg LU_v43_ad7722a9bdf7 at 0.04 m
germany,11000057598,remove,belgium,duplicate of belgium BE_887075778 at 0.49 m
germany,11000057603,remove,luxembourg,duplicate of luxembourg LU_v43_2116b7d3561e at 0.01 m
germany,11000057604,remove,luxembourg,duplicate of luxembourg LU_v43_05dabcc9c38d at 0.02 m
germany,11000057605,remove,luxembourg,duplicate of luxembourg LU_v43_0a67be9b50ab at 0.03 m
germany,11000057608,remove,luxembourg,duplicate of luxembourg LU_91655792 at 42.11 m
germany,11000057634,remove,luxembourg,duplicate of luxembourg LU_v43_225f9419ff56 at 0.05 m
germany,11000057637,remove,belgium,duplicate of belgium BE_v43_d3c526fa3bfe at 0.01 m
germany,11000057638,remove,belgium,duplicate of belgium BE_v43_510237f11b62 at 0.06 m
germany,11000057653,remove,luxembourg,duplicate of luxembourg LU_v43_248fa4358341 at 0.02 m
germany,11000057674,remove,belgium,duplicate of belgium BE_v43_898d80616da8 at 0.02 m
germany,11000057693,remove,belgium,duplicate of belgium BE_894365791 at 1.22 m
germany,11000057723,remove,luxembourg,duplicate of luxembourg LU_v43_5299b2804da9 at 0.01 m
germany,11000057753,remove,luxembourg,duplicate of luxembourg LU_v43_2d6938a8724d at 0.05 m
germany,11000057842,remove,belgium,duplicate of belgium BE_v43_4782d1e43633 at 0.02 m
germany,11000057912,remove,luxembourg,duplicate of luxembourg LU_v43_33515e5bc146 at 0.03 m
germany,11000057940,remove,belgium,duplicate of belgium BE_v43_cb34706cf147 at 0.01 m
germany,11000057955,remove,luxembourg,duplicate of luxembourg LU_v43_4644f31da9d1 at 0.02 m
germany,11000057973,reassign,luxembourg,new to luxembourg
germany,11000057975,reassign,luxembourg,new to luxembourg
germany,11000057976,reassign,luxembourg,new to luxembourg
germany,11000057977,reassign,luxembourg,new to luxembourg
germany,11000058020,reassign,luxembourg,new to luxembourg
germany,11000058048,reassign,luxembourg,new to luxembourg
germany,11000058064,remove,belgium,duplicate of belgium BE_v43_9463300dbed3 at 0.04 m
germany,11000058109,remove,belgium,duplicate of belgium BE_v43_0e1379fe8cd8 at 0.05 m
germany,11000058221,remove,belgium,duplicate of belgium BE_v43_d5bc3efad082 at 0.03 m
germany,11000058312,remove,netherlands,duplicate of netherlands NL_v43_058d78dc652b at 0.06 m
germany,11000058320,remove,luxembourg,duplicate of luxembourg LU_v43_7bb55d77102e at 0.06 m
germany,11000058321,remove,luxembourg,duplicate of luxembourg LU_v43_3dc8867b9f9e at 0.04 m
germany,11000058338,remove,luxembourg,duplicate of luxembourg LU_v43_e4f75f0904a7 at 0.04 m
germany,11000058379,reassign,luxembourg,new to luxembourg
germany,11000058414,reassign,belgium,new to belgium
germany,11000058540,remove,luxembourg,duplicate of luxembourg LU_v43_e75bbc4e601f at 0.04 m
germany,11000058547,reassign,luxembourg,new to luxembourg
germany,11000058548,reassign,luxembourg,new to luxembourg
germany,11000058549,reassign,luxembourg,new to luxembourg
germany,11000058605,remove,luxembourg,duplicate of luxembourg LU_v43_7bf2dc0d62fb at 0.05 m
germany,11000058606,remove,luxembourg,duplicate of luxembourg LU_v43_8fc2e006f24e at 0.04 m
germany,11000058607,remove,luxembourg,duplicate of luxembourg LU_v43_7b8d18346e0c at 0.04 m
germany,11000058619,remove,luxembourg,duplicate of luxembourg LU_v43_8f8baa3c9101 at 0.02 m
germany,11000058620,remove,luxembourg,duplicate of luxembourg LU_v43_a35541735aa7 at 0.03 m
germany,11000058621,remove,luxembourg,duplicate of luxembourg LU_v43_2f2bffdfee58 at 0.02 m
germany,11000058622,remove,luxembourg,duplicate of luxembourg LU_v43_c7da2455ab5a at 0.04 m
germany,11000058623,remove,luxembourg,duplicate of luxembourg LU_v43_ec20f28b46a6 at 0.03 m
germany,11000058627,remove,luxembourg,duplicate of luxembourg LU_v43_f56aab86d210 at 0.02 m
germany,11000058640,remove,luxembourg,duplicate of luxembourg LU_v43_723d340f4a11 at 0.02 m
germany,11000058641,reassign,luxembourg,new to luxembourg
germany,11000058647,remove,luxembourg,duplicate of luxembourg LU_v43_96c6edc21dac at 0.04 m
germany,11000058655,remove,luxembourg,duplicate of luxembourg LU_v43_e94467d84f98 at 0.05 m
germany,11000058656,remove,luxembourg,duplicate of luxembourg LU_v43_bca27949fca4 at 0.04 m
germany,11000059027,remove,france,duplicate of france 1000189664 at 0.03 m
germany,11000059032,reassign,belgium,new to belgium; nearest existing 110.5 m
germany,11000059546,remove,luxembourg,duplicate of luxembourg LU_v43_5469476f6b3b at 0.03 m
germany,11000059706,reassign,belgium,new to belgium
germany,11000059792,remove,belgium,duplicate of belgium BE_v43_09dd55bdcf8f at 0.01 m
germany,11000060040,reassign,france,new to france
germany,11000060228,remove,belgium,duplicate of belgium BE_1065602230 at 0.64 m
germany,11000060925,reassign,france,new to france
germany,11000060926,reassign,france,new to france
germany,11000060989,reassign,france,new to france
germany,11000061288,remove,france,duplicate of france 1000190800 at 0.04 m
