country,substation_id,action,destination,reason
france,1000181835,remove,germany,duplicate of germany 11000157540 at 0.04 m
france,1000181836,remove,germany,duplicate of germany 11000157541 at 0.03 m
france,1000181840,remove,germany,duplicate of germany 11000157553 at 0.05 m
france,1000181870,remove,germany,duplicate of germany 11000157592 at 0.02 m
france,1000181906,remove,germany,duplicate of germany 11000157700 at 0.04 m
france,1000181983,remove,germany,duplicate of germany 11000157949 at 0.04 m
france,1000181985,remove,germany,duplicate of germany 11000157950 at 0.05 m
france,1000182008,remove,germany,duplicate of germany 11000158048 at 0.05 m
france,1000182027,remove,germany,duplicate of germany 11000158104 at 0.03 m
france,1000182031,remove,germany,duplicate of germany 11000049099 at 0.06 m
france,1000182036,remove,germany,duplicate of germany 11000158129 at 0.04 m
france,1000182038,remove,germany,duplicate of germany 11000158131 at 0.02 m
france,1000182083,remove,switzerland,duplicate of switzerland CH_v43_d1962950b2f9 at 0.03 m
france,1000182091,remove,germany,duplicate of germany 11000158457 at 0.03 m
france,1000182287,remove,germany,duplicate of germany 11000158942 at 0.02 m
france,1000182337,remove,germany,duplicate of germany 11000159208 at 0.05 m
france,1000182655,remove,switzerland,duplicate of switzerland CH_v43_4671d17561d4 at 0.04 m
france,1000182682,remove,switzerland,duplicate of switzerland CH_347983019 at 4.25 m
france,1000182746,remove,germany,duplicate of germany 11000161095 at 0.02 m
france,1000182782,remove,germany,duplicate of germany 11000161283 at 0.01 m
france,1000182814,remove,switzerland,duplicate of switzerland CH_v43_42e7c17e6fe6 at 0.05 m
france,1000182840,remove,germany,duplicate of germany 11000161733 at 0.03 m
france,1000182853,remove,germany,duplicate of germany 11000161782 at 0.03 m
france,1000182854,remove,germany,duplicate of germany 11000161783 at 0.05 m
france,1000182895,remove,germany,duplicate of germany 11000161879 at 0.03 m
france,1000182896,remove,germany,duplicate of germany 11000050934 at 0.02 m
france,1000183074,remove,germany,duplicate of germany 11000162648 at 0.06 m
france,1000183306,remove,germany,duplicate of germany 11000051407 at 0.04 m
france,1000183401,remove,germany,duplicate of germany 11000051598 at 0.04 m
france,1000183484,remove,germany,duplicate of germany 11000164943 at 0.04 m
france,1000183585,remove,germany,duplicate of germany 11000165320 at 0.04 m
france,1000183663,remove,germany,duplicate of germany 11000165528 at 0.03 m
france,1000183736,remove,germany,duplicate of germany 11000165697 at 0.03 m
france,1000183737,remove,germany,duplicate of germany 11000165698 at 0.05 m
france,1000183738,remove,germany,duplicate of germany 11000165699 at 0.04 m
france,1000183748,remove,germany,duplicate of germany 11000165749 at 0.04 m
france,1000183860,remove,switzerland,duplicate of switzerland CH_v43_fb641a8132cb at 0.04 m
france,1000183895,remove,germany,duplicate of germany 11000166426 at 0.02 m
france,1000183902,remove,germany,duplicate of germany 11000166440 at 0.03 m
france,1000183963,remove,switzerland,duplicate of switzerland CH_v43_8416d8460ec3 at 0.05 m
france,1000184009,remove,germany,duplicate of germany 11000167277 at 0.05 m
france,1000184014,remove,germany,duplicate of germany 11000167283 at 0.03 m
france,1000184089,reassign,switzerland,new to switzerland
france,1000184090,remove,switzerland,duplicate of switzerland CH_v43_ff6ddbc05509 at 0.03 m
france,1000184154,reassign,switzerland,new to switzerland; nearest existing 177.9 m
france,1000184215,reassign,switzerland,new to switzerland
france,1000184277,remove,germany,duplicate of germany 11000168193 at 0.05 m
france,1000184278,remove,germany,duplicate of germany 11000168198 at 0.06 m
france,1000184279,remove,germany,duplicate of germany 11000168199 at 0.01 m
france,1000184320,remove,germany,duplicate of germany 11000168293 at 0.03 m
france,1000184342,remove,switzerland,duplicate of switzerland CH_v43_c043f6d67068 at 0.04 m
france,1000184357,remove,switzerland,duplicate of switzerland CH_v43_a7a0c9f1dd71 at 0.01 m
france,1000184405,remove,germany,duplicate of germany 11000168551 at 0.06 m
france,1000184506,remove,germany,duplicate of germany 11000168881 at 0.03 m
france,1000184507,remove,germany,duplicate of germany 11000168882 at 0.03 m
france,1000184522,remove,germany,duplicate of germany 11000168897 at 0.03 m
france,1000184594,remove,germany,duplicate of germany 11000168991 at 0.02 m
france,1000184653,remove,germany,duplicate of germany 11000169252 at 0.06 m
france,1000185146,remove,germany,duplicate of germany 11000170641 at 0.05 m
france,1000185219,remove,germany,duplicate of germany 11000170806 at 0.02 m
france,1000185225,remove,germany,duplicate of germany 11000170827 at 0.03 m
france,1000185237,remove,germany,duplicate of germany 11000170880 at 0.00 m
france,1000185252,remove,germany,duplicate of germany 11000170922 at 0.05 m
france,1000185586,remove,germany,duplicate of germany 11000171141 at 0.04 m
france,1000185587,remove,germany,duplicate of germany 11000171142 at 0.02 m
france,1000185722,remove,germany,duplicate of germany 11000171473 at 0.04 m
france,1000185730,remove,switzerland,duplicate of switzerland CH_v43_c3daff9e5070 at 0.03 m
france,1000185798,remove,switzerland,duplicate of switzerland CH_v43_046d5b9484d5 at 0.05 m
france,1000185803,remove,germany,duplicate of germany 11000171657 at 0.01 m
france,1000185864,remove,germany,duplicate of germany 11000171827 at 0.02 m
france,1000185915,remove,germany,duplicate of germany 11000055152 at 0.06 m
france,1000185919,remove,germany,duplicate of germany 11000171904 at 0.02 m
france,1000186167,remove,germany,duplicate of germany 11000172199 at 0.03 m
france,1000186225,remove,germany,duplicate of germany 11000172222 at 0.05 m
france,1000186454,remove,germany,duplicate of germany 11000172553 at 0.04 m
france,1000186474,remove,germany,duplicate of germany 11000055578 at 0.04 m
france,1000186692,remove,germany,duplicate of germany 11000172780 at 0.05 m
france,1000186820,remove,switzerland,duplicate of switzerland CH_736589083 at 4.03 m
france,1000186835,reassign,switzerland,new to switzerland; nearest existing 139.2 m
france,1000186878,remove,switzerland,duplicate of switzerland CH_v43_b880889050e5 at 0.03 m
france,1000187024,reassign,switzerland,new to switzerland
france,1000187151,remove,germany,duplicate of germany 11000173435 at 0.03 m
france,1000187243,remove,germany,duplicate of germany 11000173638 at 0.03 m
france,1000187275,remove,germany,duplicate of germany 11000173694 at 0.05 m
france,1000187383,remove,germany,duplicate of germany 11000173958 at 0.01 m
france,1000187391,remove,switzerland,duplicate of switzerland CH_v43_7f0c7785dd7a at 0.04 m
france,1000187533,remove,switzerland,duplicate of switzerland CH_803903329 at 4.06 m
france,1000187604,remove,germany,duplicate of germany 11000174303 at 0.03 m
france,1000187628,remove,germany,duplicate of germany 11000174374 at 0.03 m
france,1000187703,remove,germany,duplicate of germany 11000174554 at 0.02 m
france,1000187704,remove,germany,duplicate of germany 11000174555 at 0.06 m
france,1000187748,remove,germany,duplicate of germany 11000174619 at 0.04 m
france,1000187755,remove,germany,duplicate of germany 11000174629 at 0.04 m
france,1000187849,remove,switzerland,duplicate of switzerland CH_v43_6a2602280d55 at 0.02 m
france,1000187872,remove,germany,duplicate of germany 11000174823 at 0.06 m
france,1000187877,remove,germany,duplicate of germany 11000174828 at 0.03 m
france,1000187878,remove,germany,duplicate of germany 11000174829 at 0.03 m
france,1000187879,remove,germany,duplicate of germany 11000174836 at 0.04 m
france,1000187880,remove,germany,duplicate of germany 11000174838 at 0.03 m
france,1000187890,remove,germany,duplicate of germany 11000174848 at 0.03 m
france,1000188047,remove,germany,duplicate of germany 11000175008 at 0.02 m
france,1000188117,remove,germany,duplicate of germany 11000175099 at 0.06 m
france,1000188286,remove,germany,duplicate of germany 11000057639 at 0.04 m
france,1000188326,remove,germany,duplicate of germany 11000057688 at 0.04 m
france,1000188859,remove,germany,duplicate of germany 11000175726 at 0.06 m
france,1000188951,remove,germany,duplicate of germany 11000175821 at 0.01 m
france,1000189201,remove,germany,duplicate of germany 11000058396 at 0.04 m
france,1000189202,remove,switzerland,duplicate of switzerland CH_v43_93495ce96d02 at 0.01 m
france,1000189208,reassign,switzerland,new to switzerland
france,1000189210,reassign,switzerland,new to switzerland
france,1000189215,remove,germany,duplicate of germany 11000176277 at 0.01 m
france,1000189256,remove,switzerland,duplicate of switzerland CH_v43_b8db781fed07 at 0.02 m
france,1000189258,remove,switzerland,duplicate of switzerland CH_v43_d30ba0239aac at 0.05 m
france,1000189332,remove,germany,duplicate of germany 11000058597 at 0.06 m
france,1000189372,reassign,switzerland,new to switzerland
france,1000189373,reassign,switzerland,new to switzerland
france,1000189410,remove,switzerland,duplicate of switzerland CH_v43_2058b976f580 at 0.01 m
france,1000189411,remove,switzerland,duplicate of switzerland CH_v43_344719f50d72 at 0.02 m
france,1000189453,remove,germany,duplicate of germany 11000058805 at 0.03 m
france,1000189551,remove,germany,duplicate of germany 11000176770 at 0.04 m
france,1000189581,remove,switzerland,duplicate of switzerland CH_v43_7ebae0cd3b64 at 0.03 m
france,1000189611,remove,germany,duplicate of germany 11000058935 at 0.00 m
france,1000189662,remove,germany,duplicate of germany 11000059025 at 0.05 m
france,1000189665,remove,germany,duplicate of germany 11000059028 at 0.04 m
france,1000189685,remove,switzerland,duplicate of switzerland CH_v43_9bdcc2b87487 at 0.01 m
france,1000189788,remove,germany,duplicate of germany 11000177174 at 0.05 m
france,1000189987,remove,switzerland,duplicate of switzerland CH_v43_fd3feba84617 at 0.03 m
france,1000189999,remove,switzerland,duplicate of switzerland CH_1024581441 at 1.65 m
france,1000190007,remove,germany,duplicate of germany 11000177431 at 0.01 m
france,1000190015,remove,germany,duplicate of germany 11000177454 at 0.04 m
france,1000190032,remove,germany,duplicate of germany 11000177524 at 0.03 m
france,1000190074,remove,germany,duplicate of germany 11000177723 at 0.03 m
france,1000190530,remove,germany,duplicate of germany 11000060514 at 0.05 m
france,1000190562,remove,germany,duplicate of germany 11000178843 at 0.04 m
france,1000190617,remove,germany,duplicate of germany 11000178923 at 0.05 m
france,1000190655,remove,switzerland,duplicate of switzerland CH_v43_8c0370d5eb39 at 0.05 m
france,1000190776,remove,switzerland,duplicate of switzerland CH_v43_010fe99031bf at 0.04 m
france,1000190899,remove,germany,duplicate of germany 11000179505 at 0.06 m
france,1000190939,remove,germany,duplicate of germany 11000179593 at 0.01 m
france,1000190962,remove,switzerland,duplicate of switzerland CH_v43_0d4d5229e565 at 0.04 m
france,1000190963,remove,switzerland,duplicate of switzerland CH_v43_7952b97ca02b at 0.06 m
france,1000190964,remove,switzerland,duplicate of switzerland CH_v43_33f78a661ef3 at 0.02 m
france,1000191075,remove,germany,duplicate of germany 11000061752 at 0.03 m
france,1000191452,remove,germany,duplicate of germany 11000180592 at 0.04 m
france,1000191506,remove,switzerland,duplicate of switzerland CH_v43_beb65e4ba0cc at 0.06 m
france,1000191526,reassign,switzerland,new to switzerland
france,1000191591,reassign,switzerland,new to switzerland
france,1000191660,remove,germany,duplicate of germany 11000180994 at 0.03 m
france,1000191696,remove,germany,duplicate of germany 11000181099 at 0.03 m
france,1000191737,remove,germany,duplicate of germany 11000181230 at 0.03 m
france,1000191891,remove,germany,duplicate of germany 11000181404 at 0.02 m
france,1000192099,remove,germany,duplicate of germany 11000181546 at 0.05 m
france,1000192300,remove,germany,duplicate of germany 11000181841 at 0.03 m
france,1000192351,remove,switzerland,duplicate of switzerland CH_v43_fca46162e9e2 at 0.03 m
france,1000192492,remove,switzerland,duplicate of switzerland CH_v43_cdb1b0c06fb0 at 0.04 m
france,1000192493,remove,switzerland,duplicate of switzerland CH_v43_06c87e82657a at 0.03 m
france,1000192516,remove,germany,duplicate of germany 11000063812 at 0.06 m
france,1000193045,remove,germany,duplicate of germany 11000184073 at 0.05 m
france,1000193271,remove,switzerland,duplicate of switzerland CH_v43_3aba2b62b4ff at 0.04 m
france,1000193364,reassign,switzerland,new to switzerland
france,1000193365,remove,switzerland,duplicate of switzerland CH_v43_8244d05e0ac4 at 0.01 m
france,1000193436,remove,germany,duplicate of germany 11000184592 at 0.00 m
france,1000193439,remove,germany,duplicate of germany 11000184603 at 0.05 m
france,1000193453,remove,germany,duplicate of germany 11000065158 at 0.04 m
france,1000193496,remove,germany,duplicate of germany 11000065273 at 0.01 m
france,1000193604,remove,germany,duplicate of germany 11000065567 at 0.06 m
france,1000193623,remove,germany,duplicate of germany 11000065588 at 0.04 m
france,1000193662,remove,germany,duplicate of germany 11000065662 at 0.03 m
france,1000193663,remove,germany,duplicate of germany 11000065663 at 0.04 m
france,1000193725,remove,germany,duplicate of germany 11000065765 at 0.06 m
france,1000193726,remove,germany,duplicate of germany 11000065766 at 0.04 m
france,1000193727,remove,germany,duplicate of germany 11000065767 at 0.02 m
france,1000193729,remove,germany,duplicate of germany 11000065768 at 0.04 m
france,1000193893,remove,germany,duplicate of germany 11000066094 at 0.06 m
france,1000193914,remove,germany,duplicate of germany 11000185569 at 0.03 m
france,1000193915,remove,germany,duplicate of germany 11000066151 at 0.02 m
france,1000193916,remove,germany,duplicate of germany 11000185582 at 0.01 m
france,1000193935,remove,germany,duplicate of germany 11000185603 at 0.06 m
france,1000193936,remove,germany,duplicate of germany 11000185604 at 0.03 m
france,1000193937,remove,germany,duplicate of germany 11000185605 at 0.03 m
france,1000193938,remove,germany,duplicate of germany 11000185606 at 0.03 m
france,1000193940,remove,germany,duplicate of germany 11000185608 at 0.02 m
france,1000193941,remove,germany,duplicate of germany 11000185609 at 0.01 m
france,1000193942,remove,germany,duplicate of germany 11000185610 at 0.04 m
france,1000193943,remove,germany,duplicate of germany 11000185611 at 0.05 m
france,1000193945,reassign,switzerland,new to switzerland
france,1000193946,reassign,switzerland,new to switzerland; nearest existing 106.5 m
france,1000193947,remove,switzerland,duplicate of switzerland CH_v43_ac58ce892ed0 at 0.04 m
france,1000193948,remove,switzerland,duplicate of switzerland CH_v43_41c119d86073 at 0.05 m
france,1000193949,remove,switzerland,duplicate of switzerland CH_v43_cf69d63641e6 at 0.02 m
france,1000193950,remove,switzerland,duplicate of switzerland CH_v43_4ecb3517883e at 0.05 m
france,1000193951,remove,switzerland,duplicate of switzerland CH_v43_8d90698e7cdd at 0.01 m
france,1000194002,remove,germany,duplicate of germany 11000066268 at 0.04 m
france,1000194015,remove,germany,duplicate of germany 11000185744 at 0.05 m
france,1000194016,remove,germany,duplicate of germany 11000185745 at 0.05 m
